619.6	47.2831	61
820.883	441.027	69
699.385	531.169	65
36.4365	994.87	75
599.14	896.495	4
603.732	794.59	21
836.933	707.36	88
814.881	445.277	69
303.066	153.89	36
370.165	149.442	93
740.91	361.436	29
872.399	308.183	55
492.616	-1.93334	86
504.998	915.736	59
377.291	756.748	58
507.678	340.645	82
695.238	525.128	65
216.573	734.665	27
705.448	818.553	103
345.446	732.143	100
29.3637	49.7239	67
981.38	67.7347	53
795.976	154.691	7
118.74	822.702	79
188.49	473.073	51
795.72	97.8004	70
424.914	415.64	90
946.016	254.266	45
553.897	314.622	49
820.829	84.3021	70
855.244	497.169	102
739.615	941.295	76
629.223	491.113	68
457.086	47.6777	106
409.051	703.109	99
477.098	292.444	85
613.261	226.874	30
658.922	494.454	68
464.631	89.3916	3
237.937	946.934	10
870.152	730.63	5
890.789	803.99	89
686.51	204.647	78
486.102	836.456	13
510.196	20.1226	86
60.8777	725.109	15
469.023	43.1507	106
484.399	322.968	98
90.1288	592.183	74
529.231	928.961	59
943.923	240.174	45
892.511	942.874	83
509.907	916.02	59
589.316	445.466	64
692.925	206.867	78
576.207	422.05	64
434.39	975.436	20
938.554	254.157	45
690.774	199.497	78
472.681	285.313	91
616.678	434.859	39
803.757	160.962	7
983.444	919.169	26
372.627	144.775	93
802.542	161.742	7
642.492	354.793	87
770.623	560.029	95
322.358	237.469	31
862.91	727.925	5
43.2162	53.89	57
970.739	813.308	18
917.038	586.939	48
248.3	599.988	32
150.845	541.226	28
621.664	142.053	81
711.075	713.888	25
780.526	568.22	95
137.464	718.403	101
603.986	124.556	81
422.254	990.625	20
36.6978	999.261	75
778.756	266.856	12
1007.39	866.718	34
442.689	977.216	20
213.959	440.385	60
685.109	206.13	78
120.315	714.392	101
33.7362	51.0955	67
350.738	755.45	58
807.197	265.641	12
540.368	277.579	49
733.819	375.259	29
675.444	184.526	78
350.557	716.801	6
557.78	838.543	52
613.961	758.295	21
567.743	66.1327	54
231.073	414.58	60
770.618	580.843	95
630.75	333.525	87
347.977	768.553	58
644.063	598.579	46
824.872	704.252	88
336.601	233.913	31
972.323	908.572	16
983.328	872.067	34
956.41	166.936	105
843.727	724.391	5
312.476	147.886	36
61.0673	735.005	15
905.569	586.888	48
949.541	233.493	45
479.95	302.208	85
560.978	834.513	52
566.648	839.422	52
561.394	356.346	24
53.8996	999.123	75
52.1098	1013.23	75
1004.97	866.079	34
650.673	618.053	46
959.098	162.207	105
490.806	835.918	13
623.149	61.9916	61
551.47	287.797	49
798.913	156.235	7
333.655	210.6	31
834.243	700.411	88
270.32	617.622	32
1004.69	865.067	34
53.9083	70.9595	57
572.74	105.716	63
666.992	343.103	87
124.619	139.203	50
768.044	362.371	1
621.022	437.299	39
969.7	917.453	26
968.649	180.511	105
951.409	237.385	45
115.785	573.987	74
688.571	524.58	23
931.948	977.093	38
508.88	363.652	84
324.421	220.501	31
535.257	356.173	82
441.304	51.893	106
148.925	172.62	47
1002.8	623.765	14
882.783	940.884	83
484.991	336.214	98
54.339	988.657	75
630.19	431.914	39
91.7682	529.38	107
433.677	400.713	90
948.097	311.1	37
778.032	567.889	95
554.969	80.5873	63
590.272	434.804	64
147.302	795.745	9
370.743	626.602	97
857.428	643.2	11
786.993	354.656	1
981.289	277.47	80
613.641	798.402	21
162.332	763.766	9
177.265	612.567	17
719.019	432.013	71
636.305	497.281	68
600.944	903.452	4
179.352	159.814	47
778.362	362.115	1
610.392	46.0542	61
62.4788	728.632	15
452.077	83.9039	3
35.216	59.3949	67
723.604	192.204	62
227.294	929.925	10
628.374	771.662	21
976.546	75.5402	53
602.99	122.03	81
146.01	552.924	28
731.683	963.083	76
70.7896	579.866	22
701.839	526.967	65
579.579	821.248	43
626.786	51.7486	61
342.925	756.25	100
94.9899	591.616	74
216.123	919.328	10
586.98	68.2855	54
200.489	88.5469	72
594.771	764.271	21
457.836	103.06	3
464.527	270.96	91
141.626	903.78	73
49.8899	68.7036	67
224.51	940.798	10
950.595	167.375	105
810.323	93.1454	70
839.934	667.125	11
642.825	606.662	46
150.277	570.666	28
130.306	711.225	101
690.916	219.165	78
70.5384	1017.17	75
840.065	745.77	5
821.81	444.325	69
184.945	470.245	51
581.025	65.7341	54
161.113	772.304	9
550.402	298.121	49
545.085	354.417	24
558.612	833.005	52
578.362	51.098	54
916.72	989.044	38
74.2357	801.086	40
800.525	443.589	69
493.659	319.215	98
954.301	169.084	105
514.583	34.7282	86
352.259	120.451	93
1010.12	617.386	14
459.218	96.7667	3
275.708	607.886	32
866.903	645.152	11
107.149	831.293	79
359.495	698.822	6
605.474	446.017	39
761.118	377.619	1
320.022	144.349	36
379.653	718.761	6
596.921	883.752	4
363.164	143.326	93
494.538	350.989	84
972.727	780.56	18
699.159	824.942	44
136.617	710.131	101
362.309	691.887	6
451.349	114.275	3
697.591	541.314	23
589.148	66.6314	54
567.529	823.52	43
307.726	154.483	36
319.789	143.494	36
148.126	1011.74	33
241.427	939.242	10
554.212	814.866	43
353.022	124.282	93
508.466	25.493	86
731.58	461.701	66
591.088	438.763	64
712.582	359.901	29
572.84	165.608	42
450.238	89.6177	3
416.144	707.382	99
941.848	309.205	37
93.2266	848.173	104
620.562	144.575	81
72.2591	722.747	15
880.655	956.423	83
900.988	932.359	83
486.106	283.175	85
107.514	824.495	79
481.818	977.662	35
865.448	311.348	55
333.515	169.217	36
996.219	276.183	80
412.142	707.5	99
461.563	983.152	35
807.219	439.871	69
996.321	866.209	34
41.7582	42.8072	57
694.381	195.923	78
128.892	1013.97	33
719.152	747.161	25
51.9439	741.538	15
111.348	145.551	50
176.798	588.617	17
990.362	861.892	34
842.493	620.58	11
473.225	960.562	35
536.659	912.81	8
50.2987	739.518	15
710.61	716.554	25
966.038	42.9659	2
762.835	582.393	95
800.361	104.61	70
473.324	314.803	98
631.963	500.75	68
560.274	286.868	49
593.74	77.7398	54
699.28	513.221	65
703.502	212.322	62
897.02	808.75	89
964.615	309.689	37
875.7	703.513	41
728.733	214.557	62
559.467	67.9452	54
99.12	836.422	104
592.497	898.178	4
998.41	873.1	34
93.5382	541.969	107
526.284	351.584	84
273.665	618.953	32
175.01	177.671	47
620.954	444.86	39
916.979	962.341	83
605.169	451.048	39
497.533	26.3684	86
970.737	909.873	26
88.5122	854.643	104
720.528	793.047	44
839.423	638.534	11
798.717	87.1777	70
483.879	282.162	85
404.467	722.722	99
627.165	440.507	39
57.3261	62.3004	57
935.298	239.97	45
723.115	362.704	29
958.778	179.208	105
412.672	401.767	90
803.047	447.837	69
697.418	528.228	23
484.34	320.125	98
602.456	437.743	64
617.517	443.285	39
1016.77	863.822	34
55.6423	1009.94	75
965.123	69.3686	53
767.116	374.623	1
718.236	438.716	71
654.235	328.895	87
538.031	826.512	52
199.65	609.762	17
881.787	717.506	41
572.841	65.4677	54
741.051	941.826	76
972.872	57.8755	53
854.948	649.716	11
475.173	960.722	35
848.544	490.228	102
715.014	341.076	29
948.906	330.433	37
796.151	567.373	95
157.052	555.169	28
161.222	170.291	47
215.124	435.118	60
93.7101	850.453	104
358.913	753.391	58
625.851	411.944	39
188.738	615.423	17
941.778	929.427	16
590.019	425.537	64
342.35	761.479	100
492.905	534.986	77
724.343	192.729	62
66.1702	728.731	15
974.119	796.193	18
789.382	586.743	95
416.307	388.925	90
117.08	155.005	50
185.503	472.044	51
226.945	931.886	10
618.603	797.734	21
436.034	971.578	20
365.811	737.44	58
833.217	490.909	102
83.2388	589.665	22
777.656	576.957	95
327.58	156.543	36
427.856	383.743	90
628.628	230.958	30
197.342	480.683	51
328.388	147.611	36
395.792	713.791	99
707.746	734.869	25
821.532	722.75	88
335.468	131.695	93
859.259	740.687	5
187.882	728.863	27
111.016	702.623	101
123.704	143.604	50
728.975	456.629	66
732.699	799.82	44
460.707	93.5723	3
350.943	717.995	6
641.686	346.079	87
585.276	434.063	64
255.111	610.913	32
742.956	946.884	76
204.371	410.216	60
580.279	177.608	42
1014.05	612.548	14
368.692	700.732	6
386.654	601.699	97
957.325	318.442	37
169.894	177.471	47
859.042	734.344	5
935.482	589.272	48
101.916	615.281	74
236.581	681.517	96
860.029	505.654	102
163.061	180.587	47
825.475	432.806	69
420.04	392.62	90
963.884	236.562	45
112.677	599.169	74
991.124	612.337	14
953.679	166.457	105
509.123	40.7152	86
66.1481	561.087	22
323.911	176.257	36
199.198	586.323	17
201.901	605.791	17
834.468	633.929	11
902.727	773.609	89
609.887	213.198	30
143.463	1016.77	33
340.211	119.128	93
540.492	823.061	52
938.465	957.407	38
166.624	190.996	47
631.737	141.245	81
446.671	97.8137	3
198.389	87.929	72
153.879	769.245	9
725.537	207.278	62
366.67	770.396	58
781.682	377.801	1
622.107	224.341	30
858.731	751.705	5
139.154	118.722	50
213.015	417.582	60
252.098	325.721	92
89.2427	537.345	107
158.538	166.24	47
422.667	402.344	90
812.105	639.534	56
956.866	238.269	45
915.553	581.676	48
303.01	241.558	31
968.487	167.306	105
533.572	86.6055	63
946.405	917.728	16
357.506	764.533	100
372.976	616.909	97
787.491	589.177	95
67.8592	191.281	19
597.099	31.1609	61
596.556	895.499	4
475.082	55.3592	106
416.796	706.873	99
846.498	511.277	102
136.731	904.883	73
970.389	71.49	53
63.9878	569.404	22
779.004	362.478	1
467.908	299.005	91
970.642	155.175	105
452.316	274.144	91
122.947	707.273	101
428.074	404.589	90
989.274	297.998	80
423.285	981.609	20
905.476	318.519	55
84.0896	551.706	107
611.076	246.844	30
803.335	265.477	12
370.548	608.678	97
732.769	361.532	29
1000.78	280.329	80
507.317	349.245	84
974.348	806.681	18
875.54	930.417	83
760.356	576.345	95
935.159	232.071	45
969.031	74.6051	53
452.745	97.9958	3
571.596	821.625	43
57.0718	60.6489	67
199.374	729.776	27
365.17	754.361	58
986.523	279.438	80
405.938	397.863	90
211.127	452.436	51
104.067	589.287	74
264.601	339.494	92
851.612	632.376	11
616.975	427.944	39
218.88	82.8887	72
220.204	919.87	10
1017.04	605.505	14
742.856	375.327	29
887.244	804.169	89
872.359	297.282	55
800.81	289.646	12
898.034	702.637	41
613.291	896.193	4
130.234	726.539	101
109.975	536.005	107
820.546	698.132	88
803.369	460.643	69
786.288	635.718	56
623.361	51.5086	61
405.71	401.42	90
571.212	818.859	43
561.901	74.122	54
349.012	124.003	93
520.117	348.982	84
629.226	489.108	68
603.988	223.469	30
494.489	979.788	35
980.188	895.767	26
42.7721	744.424	15
52.3738	993.049	75
625.186	902.243	4
776.317	591.464	95
626.491	442.294	39
898.987	957.09	83
599.875	151.165	42
119.689	603.345	74
591.325	437.204	64
900.33	801.599	89
207.781	91.4656	72
633.189	486.627	68
832.885	701.337	88
906.825	770.123	89
628.977	33.6349	61
630.219	337.108	87
587.123	915.897	4
48.1461	1007.83	75
814.381	447.838	69
430.827	1001.93	20
167.387	918.278	73
464.734	79.1411	3
975.614	55.2273	2
470.955	301.066	91
480.516	317.851	98
804.54	91.0791	70
977.478	931.166	26
828.219	704.209	88
479.867	309.364	98
734.825	460.887	66
362.656	691.556	6
778.467	380.773	1
777.968	365.702	1
982.833	869.885	34
418.325	393.16	90
438.738	710.199	99
939.193	259.923	45
134.489	913.198	73
1007.39	294.676	80
604.701	57.0145	61
571.546	69.4628	54
532.524	912.723	8
603.84	176.223	42
838.765	753.849	5
553.869	842.921	52
101.503	849.451	104
481.713	988.887	35
977.221	804.844	18
824.343	719.751	88
468.269	54.0221	106
499.125	599.677	94
805.228	706.483	88
387.235	597.807	97
623.036	153.659	81
115.148	724.86	101
557.593	67.1172	63
965.914	56.5019	2
818.648	431.847	69
495.592	826.1	13
944.882	178.68	105
612.027	886.237	4
978.425	920.755	26
449.032	278.259	91
940.204	59.4142	2
625.858	764.171	21
80.4221	200.148	19
657.861	609.972	46
590.728	444.658	64
329.555	244.21	31
703.916	722.814	25
841.865	628.562	11
40.944	996.585	75
89.9031	198.012	19
156.45	172.729	47
727.914	724.573	25
615.689	45.3944	61
802.329	106.957	70
928.468	232.961	45
617.952	445.867	64
945.931	242.546	45
1007.52	258.781	80
988.624	923.152	26
723.924	439.199	71
746.546	943.701	76
135.031	167.799	50
117.333	834.157	79
545.461	906.648	8
401.608	400.379	90
738.719	942.461	76
887.885	723.897	41
942.707	157.633	105
164.921	553.585	28
716.477	448.032	66
871.079	303.17	55
253.23	337.237	92
153.553	775.383	9
37.1922	43.498	67
566.657	819.611	43
41.5068	52.3721	57
778.683	377.608	1
309.438	163.517	36
687.357	554.489	23
39.1762	59.3753	57
348.107	715.289	6
962.185	244.933	45
636.292	486.126	68
132.848	829.114	79
346.136	771.256	100
813.529	660.185	56
628.906	425.977	39
790.868	263.133	12
825.735	461.336	69
947.927	152.796	105
611.656	132.683	81
1000.04	614.361	14
190.613	727.008	27
200.105	607.56	17
120.856	701.04	101
364.1	699.457	6
884.357	589.806	48
207.369	733.062	27
798.165	644.664	56
495.928	366.454	84
559.713	853.596	52
963.961	38.8233	2
694.75	523.61	65
609.451	159.07	81
32.6	57.228	67
227.921	936.121	10
799.829	299.061	12
503.438	-1.68578	86
612.593	149.133	81
325.087	246.333	31
131.45	700.848	101
717.958	197.565	62
974.047	230.775	45
483.279	307.953	85
709.26	809.336	103
691.582	207.412	78
671.647	199.175	78
372.847	621.622	97
730.714	218.197	62
483.577	545.45	77
808.155	629.061	56
51.4881	66.1282	57
717.764	717.151	25
722.281	810.027	103
190.181	476.931	51
777.753	589.84	95
998.618	863.748	34
548.419	853.14	52
344.444	761.464	100
958.133	86.2831	53
951.303	157.865	105
462.019	306.674	85
647.082	482.383	68
629.921	498.594	68
1022.33	618.447	14
724.55	802.497	44
420.708	403.369	90
873.777	303.399	55
734.802	444.998	71
106.245	593.663	74
667.294	201.261	78
995.44	619.814	14
536.094	946.802	59
738.431	339.827	29
553.449	92.8182	63
106.848	825.804	79
770.353	281.122	12
876.621	515.165	102
961.992	55.3233	2
140.408	1028.79	33
549.682	311.263	49
493.289	534.18	77
217.285	395.604	60
45.015	995.87	75
611.047	144.048	81
1013.77	855.641	34
854.637	503.951	102
724.163	199.601	62
455.291	103.283	3
944.566	238.638	45
75.6842	203.236	19
725.241	823.546	44
360.57	762.199	100
133.336	711.225	101
618.004	48.9137	61
888.093	956.731	83
373.448	145.837	93
757.819	365.782	1
144.245	142.78	50
906.198	574.803	48
690.763	522.057	65
824.761	442.089	69
875.774	301.165	55
540.213	903.186	8
92.9837	597.425	74
941.442	911.847	16
827.462	450.024	69
92.3952	200.834	19
767.846	579.012	95
622.267	39.6685	61
577.68	174.587	42
802.915	646.511	56
350.492	123.525	93
798.841	641.805	56
425.007	406.651	90
986.504	64.3176	53
462.564	43.9909	106
948.157	222.729	45
360.482	771.473	58
97.1927	837.621	104
212.041	81.4359	72
616.827	144.767	81
