919.763;418.927
443.888;377.956
598.599;471.793
676.574;527.83
366.917;610.631
981.917;735.218
843.634;528.108
995.133;513.217
68.2204;221.63
959.219;766.253
336.37;652.486
928.164;103.653
625.486;371.328
511.046;738.311
581.253;232.813
646.272;296.328
428.436;793.102
934.511;700.206
495.597;628.984
857.623;618.073
182.606;824.779
611.694;61.8617
906.1;510.465
90.1128;83.9463
498.263;322.556
654.499;482.684
765.144;246.992
406.133;593.017
430.212;797.929
914.95;496.425
183.483;82.4333
813.076;214.181
635.286;633.807
95.5291;30.5718
857.209;623.515
940.811;92.9264
184.338;840.807
872.041;851.502
840.111;541.579
394.789;555.479
188.787;632.472
619.795;356.836
872.988;166.418
796.526;728.667
992.423;723.767
913.191;840.322
613.991;473.363
444.866;791.148
644.412;155.224
755.12;67.4479
556.649;263.65
572.297;224.188
454.11;965.9
642.745;478.305
602.392;468.091
204.734;177.803
621.612;370.455
20.7218;104.906
585.458;261.719
141.547;630.108
187.84;80.5481
373.68;615.952
509.082;326.835
877.741;863.635
91.3801;529.505
100.202;652.049
482.361;1004.12
521.512;750.025
599.163;158.058
321.843;390.812
434.889;412.534
77.681;527.831
357.658;619.761
780.389;252.584
146.454;530.472
27.2727;96.0596
192.676;648.417
611.937;153.127
928.278;103.774
129.53;1006.27
380.332;199.99
626.573;354.825
927.442;429.292
180.231;826.118
196.149;514.65
802.818;221.557
893.44;573.31
729.788;873.482
1004.27;335.592
587.955;220.713
586.393;223.477
54.0144;236.025
40.6222;76.5714
904.926;581.713
829.243;532.852
177.383;830.588
441.492;379.572
491.78;987.717
668.577;692.491
373.666;465.275
122.873;729.384
614.275;476.074
412.982;431.897
200.753;172.613
720.173;717.204
562.769;269.919
341.856;868.825
498.199;1002.93
979.653;733.851
505.959;634.079
1000.34;319.465
128.241;121.767
427.672;1001.85
849.505;291.555
613.988;477.79
383.085;194.396
439.64;388.83
935.677;423.617
453.563;390.585
773.732;190.854
32.8345;96.8241
554.666;257.663
866.429;1010.99
76.874;522.912
277.373;128.802
375.148;274.277
74.1886;585.356
664.114;1010.52
447.366;952.761
670.002;200.066
89.3228;699.508
274.137;326.434
197.286;643.67
938.729;104.998
618.343;358.534
58.2871;248.196
611.062;799.825
494.83;195.747
84.6032;78.0037
417.707;596.054
358.189;869.014
660.298;408.045
196.767;636.694
841.754;617.492
101.781;33.5393
857.181;616.822
502.356;994.008
836.437;525.468
656.756;480.878
443.489;787.973
146.132;637.885
238.591;755.436
115.857;610.481
720.804;256.131
844.747;68.1615
612.334;480.922
670.794;996.601
927.836;103.278
102.425;689.683
33.1141;111.383
42.7819;75.7338
504.133;311.07
143.613;624.972
20.7117;103.58
73.7336;229.125
177.836;829.253
72.378;591.482
955.699;470.083
485.922;995.464
229.93;142.437
922.334;711.401
660.918;154.176
404.991;468.945
847.559;612.155
192.143;632.865
609.616;812.643
505.035;310.93
189.604;184.171
611.099;813.838
845.8;533.624
499.011;314.487
496.897;209.652
81.7573;531.692
725.545;716.619
464.743;281.031
871.544;149.983
657.073;480.494
433.916;992.128
849.073;292.164
359.938;624.634
343.626;872.708
183.327;95.0125
452.186;388.327
