520.558	650.961	CLUSTER_10
236.949	192.385	CLUSTER_35
183.299	684.644	CLUSTER_71
971.191	253.941	CLUSTER_97
432.4	367.416	CLUSTER_102
641.684	878.737	CLUSTER_51
500.874	929.211	CLUSTER_65
476.419	876.319	CLUSTER_12
265.492	988.493	CLUSTER_57
361.737	709.124	CLUSTER_32
340.217	722.606	CLUSTER_32
657.867	796.463	CLUSTER_3
667.995	443.719	CLUSTER_11
386.829	888.972	CLUSTER_13
308.993	932.337	CLUSTER_18
40.2847	332.864	CLUSTER_86
642.491	846.889	CLUSTER_87
113.958	118.419	CLUSTER_95
500.525	666.377	CLUSTER_10
400.006	46.5919	CLUSTER_8
450.156	375.562	CLUSTER_63
136.449	329.732	CLUSTER_54
365.058	615.342	CLUSTER_23
625.039	879.483	CLUSTER_51
164.298	322.109	CLUSTER_14
148.796	342.287	CLUSTER_25
435.978	385.053	CLUSTER_102
379.672	691.289	CLUSTER_85
593.739	345.097	CLUSTER_56
511.719	641.078	CLUSTER_10
715.729	722.171	CLUSTER_74
282.326	1004.73	CLUSTER_57
449.881	756.102	CLUSTER_88
660.352	351.049	CLUSTER_73
977.471	202.264	CLUSTER_24
474.446	872.134	CLUSTER_12
365.247	550.347	CLUSTER_81
487.217	933.96	CLUSTER_65
906.256	55.6519	CLUSTER_94
427.532	106.848	CLUSTER_46
376.869	769.638	CLUSTER_1
576.281	355.423	CLUSTER_56
958.417	373.864	CLUSTER_93
108.937	598.134	CLUSTER_99
383.211	154.615	CLUSTER_29
476.631	246.095	CLUSTER_19
296.548	954.995	CLUSTER_18
888.457	532.418	CLUSTER_20
975.489	241.444	CLUSTER_97
644.035	130.245	CLUSTER_53
677.942	838.266	CLUSTER_6
919.37	846.902	CLUSTER_77
789.955	479.545	CLUSTER_61
888.307	507.317	CLUSTER_20
747.794	800.497	CLUSTER_40
132.646	908.563	CLUSTER_92
159.862	926.808	CLUSTER_92
22.6857	330.53	CLUSTER_86
144.882	119.663	CLUSTER_95
61.8138	996.684	CLUSTER_105
774.456	391.158	CLUSTER_55
969.12	229.981	CLUSTER_97
265.314	597.342	CLUSTER_68
747.411	803.456	CLUSTER_40
968.354	219.02	CLUSTER_24
808.239	480.916	CLUSTER_61
569.936	798.47	CLUSTER_28
177.186	760.895	CLUSTER_31
632.662	803.289	CLUSTER_7
958.792	257.936	CLUSTER_97
484.601	752.386	CLUSTER_39
632.403	864.142	CLUSTER_87
133.767	101.909	CLUSTER_95
474.722	276.124	CLUSTER_19
186.509	755.472	CLUSTER_31
267.964	988.592	CLUSTER_57
454.246	864.56	CLUSTER_101
213.693	955.238	CLUSTER_9
446.625	771.722	CLUSTER_88
266.345	1005.36	CLUSTER_57
300.968	953.326	CLUSTER_18
748.922	782.244	CLUSTER_40
271.034	594.5	CLUSTER_68
797.421	285.513	CLUSTER_43
382.867	176.777	CLUSTER_29
178.824	716.338	CLUSTER_41
902.298	744.506	CLUSTER_62
455.734	847.69	CLUSTER_101
528.891	277.069	CLUSTER_78
669.411	359.611	CLUSTER_73
571.255	574.328	CLUSTER_64
191.215	704.574	CLUSTER_71
10.1042	557.218	CLUSTER_79
234.574	341.406	CLUSTER_4
445.393	500.314	CLUSTER_72
956.348	356.54	CLUSTER_93
178.309	705.873	CLUSTER_71
763.474	668.31	CLUSTER_37
789.421	537.149	CLUSTER_75
523.342	269.078	CLUSTER_78
963.593	253.266	CLUSTER_97
437.317	753.882	CLUSTER_88
212.712	373.07	CLUSTER_108
146.244	77.169	CLUSTER_38
994.32	764.048	CLUSTER_80
974.301	260.335	CLUSTER_97
133.666	96.4847	CLUSTER_38
299.523	748.869	CLUSTER_52
184.756	141.001	CLUSTER_27
24.33	585.992	CLUSTER_79
753.105	818.549	CLUSTER_40
75.4766	985.816	CLUSTER_105
977.599	251.575	CLUSTER_97
458.589	771.027	CLUSTER_16
817.586	184.176	CLUSTER_34
574.256	539.473	CLUSTER_64
836.246	201.937	CLUSTER_34
666.346	453.567	CLUSTER_11
970.568	217.938	CLUSTER_24
112.936	121.232	CLUSTER_95
217.773	992.239	CLUSTER_45
573.717	696.439	CLUSTER_84
193.516	688.558	CLUSTER_71
140.428	334.032	CLUSTER_14
440.151	743.828	CLUSTER_88
1015.57	169.227	CLUSTER_59
51.6279	600.826	CLUSTER_70
366.872	182.522	CLUSTER_29
1003.62	746.189	CLUSTER_80
475.506	530.926	CLUSTER_15
376.757	175.327	CLUSTER_29
152.964	206.965	CLUSTER_60
949.274	383.15	CLUSTER_93
584.161	573.809	CLUSTER_64
992.061	412.358	CLUSTER_48
374.099	699.148	CLUSTER_85
193.739	732.29	CLUSTER_31
636.618	847.694	CLUSTER_87
209.321	83.9223	CLUSTER_26
934.725	752.679	CLUSTER_62
238.007	244.286	CLUSTER_22
177.391	326.405	CLUSTER_14
703.081	717.547	CLUSTER_74
462.594	748.775	CLUSTER_16
206.409	697.967	CLUSTER_42
899.189	951.362	CLUSTER_50
592.147	606.124	CLUSTER_2
978.291	257.438	CLUSTER_97
155.631	805.933	CLUSTER_69
468.365	768.07	CLUSTER_96
902.95	41.8756	CLUSTER_94
206.503	968.243	CLUSTER_9
157.288	638.447	CLUSTER_5
989.584	52.9729	CLUSTER_82
435.635	103.568	CLUSTER_46
648.096	778.667	CLUSTER_3
649.402	453.977	CLUSTER_11
193.269	740.639	CLUSTER_31
215.079	734.202	CLUSTER_42
284.856	594.348	CLUSTER_68
269.793	588.669	CLUSTER_68
925.547	746.281	CLUSTER_62
826.504	213.581	CLUSTER_34
406.631	681.057	CLUSTER_85
212.359	721.405	CLUSTER_42
1027.17	165.116	CLUSTER_59
142.48	636.041	CLUSTER_5
810.593	646.08	CLUSTER_36
677.026	372.923	CLUSTER_73
113.394	607.035	CLUSTER_99
180.583	702.335	CLUSTER_71
366.957	699.095	CLUSTER_32
462.957	199.369	CLUSTER_30
292.954	741.474	CLUSTER_52
842.148	213.804	CLUSTER_34
774.062	689.688	CLUSTER_37
916.287	58.4419	CLUSTER_94
951.972	856.313	CLUSTER_77
511.285	676.642	CLUSTER_10
595.046	601.794	CLUSTER_2
143.12	930.178	CLUSTER_92
774.18	288.306	CLUSTER_43
461.419	249.085	CLUSTER_19
873.032	529.462	CLUSTER_20
389.026	862.276	CLUSTER_13
115.648	601.124	CLUSTER_99
647.453	852.037	CLUSTER_87
148.351	321.56	CLUSTER_14
232.687	230.077	CLUSTER_35
662.153	791.64	CLUSTER_3
449.66	724.245	CLUSTER_103
439.59	368.508	CLUSTER_102
520.992	251.456	CLUSTER_78
887.753	716.882	CLUSTER_90
707.726	711.191	CLUSTER_74
115.494	592.199	CLUSTER_99
845.658	199.585	CLUSTER_34
452.075	865.435	CLUSTER_12
756.394	684.891	CLUSTER_37
401.844	690.534	CLUSTER_85
823.332	664.406	CLUSTER_36
677.457	461.516	CLUSTER_11
283.44	63.5241	CLUSTER_89
394.043	778.781	CLUSTER_1
479.379	866.678	CLUSTER_12
201.589	712.771	CLUSTER_71
583.564	556.343	CLUSTER_64
143.109	636.491	CLUSTER_5
408.152	773.338	CLUSTER_1
125.714	923.14	CLUSTER_92
817.804	400.064	CLUSTER_44
126.925	328.996	CLUSTER_54
504.393	550.905	CLUSTER_15
277.913	598.138	CLUSTER_68
164.155	720.29	CLUSTER_41
472.539	749.436	CLUSTER_16
260.404	63.4003	CLUSTER_89
982.537	202.774	CLUSTER_24
823.34	656.887	CLUSTER_36
514.52	636.929	CLUSTER_10
571.1	359.233	CLUSTER_56
921.411	746.255	CLUSTER_62
328.966	506.31	CLUSTER_67
6.30886	147.331	CLUSTER_98
794.125	532.261	CLUSTER_75
560.493	793.4	CLUSTER_28
978.675	257.525	CLUSTER_97
684.805	674.973	CLUSTER_104
780.441	1025.74	CLUSTER_21
579.504	927.639	CLUSTER_107
46.3692	603.886	CLUSTER_70
924.66	50.027	CLUSTER_94
699.091	647.359	CLUSTER_104
604.129	537.236	CLUSTER_58
752.707	787.191	CLUSTER_40
568.01	945.978	CLUSTER_107
895.947	527.815	CLUSTER_20
225.298	242.232	CLUSTER_22
196.764	756.367	CLUSTER_31
637.995	804.409	CLUSTER_7
768.909	467.81	CLUSTER_61
270.955	75.7763	CLUSTER_89
912.672	742.654	CLUSTER_62
467.345	206.231	CLUSTER_30
76.376	992.551	CLUSTER_105
680.43	455.217	CLUSTER_11
900.392	909.577	CLUSTER_50
359.857	894.569	CLUSTER_100
157.732	346.952	CLUSTER_25
637.625	875.37	CLUSTER_51
597.019	534.813	CLUSTER_58
949.88	376.193	CLUSTER_93
207.204	142.984	CLUSTER_27
296.043	958.253	CLUSTER_18
221.907	973.058	CLUSTER_45
250.858	986.044	CLUSTER_57
218.962	259.147	CLUSTER_22
920.032	26.1833	CLUSTER_94
647.826	791.913	CLUSTER_3
781.425	481.752	CLUSTER_61
590.574	935.482	CLUSTER_107
561.611	380.44	CLUSTER_56
523.446	656.563	CLUSTER_10
567.959	350.177	CLUSTER_56
187.394	756.034	CLUSTER_31
745.273	791.511	CLUSTER_40
458.156	896.06	CLUSTER_12
647.342	794.546	CLUSTER_3
239.221	318.995	CLUSTER_4
928.92	362.383	CLUSTER_93
125.816	234.705	CLUSTER_49
160.402	211.961	CLUSTER_60
349.825	574.299	CLUSTER_81
816.395	398.764	CLUSTER_44
832.295	210.023	CLUSTER_34
833.117	188.183	CLUSTER_34
703.422	712.194	CLUSTER_74
576.378	344.086	CLUSTER_56
296.405	745.584	CLUSTER_52
204.621	70.0824	CLUSTER_26
783.566	372.982	CLUSTER_55
205.848	717.516	CLUSTER_42
226.789	263.183	CLUSTER_22
750.14	808.247	CLUSTER_40
123.363	922.705	CLUSTER_92
173.306	670.962	CLUSTER_71
95.9305	240.582	CLUSTER_49
40.804	588.337	CLUSTER_79
1029.19	153.493	CLUSTER_59
590.998	589.678	CLUSTER_2
572.474	553.979	CLUSTER_64
782.469	1015.33	CLUSTER_21
151.407	336.105	CLUSTER_54
132.536	923.876	CLUSTER_92
726.013	288.102	CLUSTER_47
414.848	358.486	CLUSTER_102
971.823	214.886	CLUSTER_24
686.007	837.807	CLUSTER_6
995.232	751.88	CLUSTER_80
400.111	792.818	CLUSTER_1
792.01	292.019	CLUSTER_43
551.865	797.831	CLUSTER_28
431.453	864.495	CLUSTER_101
419.684	51.0552	CLUSTER_8
610.314	545.698	CLUSTER_58
584.609	955.327	CLUSTER_107
913.488	239.714	CLUSTER_17
964.926	262.064	CLUSTER_97
